--- asteroids vs asteroids ---
8 34 0.00677471 -0.503038
8 35 0.00914575 -0.269056
8 36 0.00287202 0.729243
8 37 0.0152182 0.104945
8 38 0.00716261 0.556763
8 39 0.0023379 0.117056
8 40 0.0027462 -0.602912
8 41 0.010921 -0.0423501
8 42 0.00894753 -0.346909
8 43 0.0114856 -0.0185705
8 44 0.00222196 -0.664
8 45 0.00241096 -0.60501
8 46 0.00843011 -0.244522
8 47 0.0018536 0.76899
8 48 0.00419311 0.783207
8 49 0.00410829 0.301874
8 50 0.00400941 0.381696
8 51 0.00354738 0.408514
8 52 0.00687278 -0.499803
8 53 0.00283447 0.707176
8 54 0.0612484 -0.0733828
8 55 0.00169675 -0.539266
8 56 0.0154473 0.388597
8 57 0.00716127 -0.615204
8 58 0.00365765 0.390795
8 59 0.0201372 0.0479077
8 60 0.0021562 0.123239
8 61 0.00497744 0.531905
8 62 0.00285972 -0.455937
8 63 0.00163877 0.483382
8 64 0.00929042 -0.0626821
8 65 0.00454511 0.397234
8 66 0.0177231 0.552359
8 67 0.00197533 -0.497681
8 68 0.00168545 0.321484
8 69 0.00297129 0.774811
8 70 0.00234207 0.780882
8 71 0.00203564 0.671101
8 72 0.0105478 0.0697992
8 73 0.165652 -0.174597
8 74 0.00510131 0.772016
8 75 0.00198899 0.710685
8 76 0.00781274 -0.0935761
8 77 0.0247837 -0.63772
8 78 0.00204253 -0.727495
8 79 0.00703482 0.311263
8 80 0.0333672 0.754344
8 81 0.00357573 -0.330351
8 82 0.00321024 0.640415
8 83 0.00332387 -0.23454
8 84 0.0021887 -0.112179
8 85 0.0107703 0.434308
8 86 0.00208444 0.541637
8 87 0.00367432 0.77022
8 88 0.00190531 0.411081
8 89 0.00400839 -0.62754
8 90 0.00190834 0.488168
8 91 0.00226634 -0.501619
8 92 0.00366656 -0.431628
8 93 0.0307371 -0.301489
8 94 0.015281 0.146303
8 95 0.00221052 0.435717
8 96 0.00885657 0.73161
8 97 0.0042144 0.451918
8 98 0.0031446 0.654378
8 99 0.00909705 0.534456
9 10 0.00581839 0.23109
9 11 0.00405799 -0.754129
9 12 0.00497508 -0.419376
9 13 0.0139234 -0.0890149
9 14 0.00230948 -0.255609
9 15 0.337678 0.204213
9 16 0.870494 0.165269
9 17 0.00607611 -0.112374
9 18 0.00797631 0.0482837
9 19 0.00675122 -0.091661
9 20 0.0138489 0.339277
9 21 0.00480822 -0.214067
9 22 0.00420008 0.294201
9 23 0.00672623 -0.733509
9 24 0.0404287 0.5289
9 25 0.00440172 -0.0372539
9 26 0.00555386 0.166324
9 27 0.00248555 -0.735869
9 28 0.00438011 0.551042
9 29 0.00486866 -0.324016
9 30 0.00641788 -0.0108871
9 31 0.00686938 -0.228342
9 32 0.00433144 0.538214
9 33 0.041723 0.0386134
9 34 0.0277597 0.239678
9 35 0.00831561 0.231277
9 36 0.0052186 -0.284449
9 37 0.00300398 -0.231344
9 38 0.00499785 -0.118723
9 39 0.0139776 0.227948
9 40 0.0272049 -0.464512
9 41 0.00269306 -0.735
9 42 0.00974905 0.136067
9 43 0.0191127 0.736162
9 44 0.019027 -0.629221
9 45 0.0220613 -0.543309
9 46 0.0241796 0.745608
9 47 0.0128938 0.679787
9 48 0.0074258 -0.469443
9 49 0.0541374 -0.3965
9 50 0.00324407 -0.64638
9 51 0.00324132 -0.571973
9 52 0.0466431 0.444545
9 53 0.0142704 0.0744053
9 54 0.00331508 0.62151
9 55 0.0113354 -0.737246
9 56 0.00469149 -0.715084
9 57 0.0368656 0.117086
9 58 0.00320635 -0.592444
9 59 0.00321517 -0.495355
9 60 0.00532251 -0.0863635
9 61 0.00448112 -0.68232
9 62 0.22057 -0.334114
9 63 0.00543936 0.308742
9 64 0.00267689 -0.616038
9 65 0.00341955 -0.70396
9 66 0.0124289 -0.783136
9 67 0.0194699 -0.736619
9 68 0.0047851 0.252412
9 69 0.00591245 -0.284077
9 70 0.00496477 -0.150493
9 71 0.0171703 0.105228
9 72 0.003067 -0.615997
9 73 0.0053645 0.330052
9 74 0.0211684 -0.572851
9 75 0.0195821 0.451573
9 76 0.0354642 0.550496
9 77 0.00586358 0.137913
9 78 0.0287203 -0.586809
9 79 0.00363272 -0.17481
9 80 0.00559148 -0.645716
9 81 0.177797 -0.331154
9 82 0.00442321 -0.456628
9 83 0.121161 -0.0764628
9 84 0.0159091 -0.494935
9 85 0.00460538 -0.466553
9 86 0.0135893 0.552462
9 87 0.579464 -0.00884015
9 88 0.0110535 0.546361
9 89 0.0889082 0.309776
9 90 0.00688986 0.167052
9 91 0.0328828 -0.688779
9 92 0.519218 0.0486515
9 93 0.00274039 -0.664535
9 94 0.00243366 0.177277
9 95 0.0148975 0.43589
9 96 0.00713501 -0.261481
9 97 0.00364639 -0.646645
9 98 1.61065 -0.306068
9 99 0.0271948 -0.44435
10 11 0.00316364 0.680261
10 12 0.00291199 0.712418
10 13 0.0261359 0.667715
10 14 0.00277115 0.0873432
10 15 0.00462896 0.300454
10 16 0.00578079 0.156487
10 17 0.00573357 0.635838
10 18 0.120525 0.500543
10 19 0.0558092 0.222263
10 20 0.00336809 0.717499
10 21 0.0266952 -0.42539
10 22 0.24276 0.72076
10 23 0.00737632 0.719199
10 24 0.00296155 0.309069
10 25 0.00515283 0.184426
10 26 0.00164982 0.552239
10 27 0.00231485 0.459523
10 28 0.00151489 0.651144
10 29 0.00459271 0.466355
10 30 0.0985557 0.713581
10 31 0.0297328 0.628659
10 32 0.00146245 0.643648
10 33 0.0089504 -0.127783
10 34 0.00306509 0.43301
10 35 0.00191368 0.523471
10 36 0.0216304 -0.165489
10 37 0.00236482 0.0721735
10 38 0.00513144 0.466287
10 39 0.0393793 0.236263
10 40 0.00328371 0.010922
10 41 0.00244016 0.598175
10 42 0.00211359 0.499022
10 43 0.0033913 0.62171
10 44 0.00297575 -0.0673806
10 45 0.0030341 -0.0261155
10 46 0.00316323 0.503374
10 47 0.0238888 -0.386635
10 48 0.0140287 0.377569
10 49 0.0097954 0.478612
10 50 0.00555191 -0.367237
10 51 0.00646803 -0.452227
10 52 0.00383248 0.422752
10 53 0.0450123 0.506399
10 54 0.00143015 0.102476
10 55 0.0024437 -0.153584
10 56 0.00365243 0.641369
10 57 0.00356851 0.472196
10 58 0.00614251 -0.0597042
10 59 0.00241987 0.699543
10 60 0.0539018 -0.778772
10 61 0.00652535 0.737138
10 62 0.00479592 0.0978988
10 63 0.92195 -0.52134
10 64 0.00262082 0.496231
10 65 0.00514568 0.676781
10 66 0.00430749 0.129893
10 67 0.00291465 -0.0868073
10 68 0.385564 0.419939
10 69 0.0229238 0.261403
10 70 0.0370369 -0.0817389
10 71 0.0171602 -0.360008
10 72 0.00287351 0.715499
10 73 0.00225464 0.22243
10 74 0.0109258 0.763322
10 75 0.0125203 -0.330987
10 76 0.00391493 0.534982
10 77 0.00192681 0.688116
10 78 0.00444786 -0.161806
10 79 0.0041398 0.104538
10 80 0.00293965 0.565827
10 81 0.0046761 0.146187
10 82 0.0107534 0.0805301
10 83 0.00381305 0.178387
10 84 0.00258609 -0.0345849
10 85 0.00402898 0.18077
10 86 0.0347572 -0.287337
10 87 0.00718348 0.257046
10 88 0.0408427 -0.393364
10 89 0.00368458 0.246787
10 90 0.253121 0.621398
10 91 0.00438346 -0.121264
10 92 0.00475137 0.214065
10 93 0.00192674 0.498581
10 94 0.0010804 0.773014
10 95 0.035793 -0.0832763
10 96 0.00562289 0.175671
10 97 0.00605893 0.311342
10 98 0.00554078 0.174355
10 99 0.00412937 0.614152
11 12 0.104455 0.0240242
11 13 0.00536866 0.268486
11 14 0.0231587 -0.421284
11 15 0.0042482 -0.480453
11 16 0.00343388 -0.128299
11 17 0.0463148 0.0394555
11 18 0.00450293 0.274519
11 19 0.0051749 0.485914
11 20 0.0120514 -0.616044
11 21 0.00578818 0.522333
11 22 0.00243191 0.392918
11 23 0.0283311 0.598244
11 24 0.00351652 -0.00829504
11 25 0.0481706 0.728105
11 26 0.00380813 -0.196118
11 27 0.0464221 -0.672876
11 28 0.00429736 -0.0462416
11 29 0.148572 0.11752
11 30 0.00450599 0.464721
11 31 0.00680069 0.302197
11 32 0.0041104 -0.0694646
11 33 0.00279779 -0.626625
11 34 0.00489769 -0.692261
11 35 0.00420627 -0.36826
11 36 0.0072068 0.494246
11 37 0.238797 0.058428
11 38 0.0570625 0.522366
11 39 0.00382001 0.699066
11 40 0.00243793 -0.28812
11 41 0.0751242 -0.649818
11 42 0.00437834 -0.404607
11 43 0.00862922 -0.670636
11 44 0.00201367 -0.366843
11 45 0.00215844 -0.320375
11 46 0.00596071 -0.668248
11 47 0.00261757 -0.588683
11 48 0.0122084 0.373364
11 49 0.00613012 -0.709734
11 50 0.0165489 0.427733
11 51 0.0124931 0.471952
11 52 0.00558212 -0.779686
11 53 0.00497193 0.754028
11 54 0.0065207 0.205813
11 55 0.00155 -0.410682
11 56 5.02991 0.125269
11 57 0.00580816 -0.767392
11 58 0.0132739 0.439702
11 59 0.152625 0.0981689
11 60 0.00452672 0.0993978
11 61 0.0243507 0.783161
11 62 0.0029882 -0.70516
11 63 0.00273445 0.0373059
11 64 0.0515479 -0.143024
11 65 0.0226451 0.471849
11 66 0.0237861 -0.765912
11 67 0.00184466 -0.467895
11 68 0.00288766 0.308565
11 69 0.00736499 0.707127
11 70 0.00519798 0.610962
11 71 0.00272812 -0.583796
11 72 0.115624 -0.752316
11 73 0.016131 0.0249896
11 74 0.009954 -0.295353
11 75 0.00255528 -0.642283
11 76 0.00700735 -0.0626631
11 77 0.0063327 -0.0987095
11 78 0.00212508 -0.103779
11 79 0.0648526 0.25575
11 80 0.0639989 -0.26346
11 81 0.00349232 -0.497226
11 82 0.00997586 0.247658
11 83 0.00313432 -0.390822
11 84 0.00190804 -0.239869
11 85 0.30553 0.210546
11 86 0.00306755 0.25593
11 87 0.00441849 -0.366579
11 88 0.00283113 0.349864
11 89 0.00358225 -0.233675
11 90 0.00338455 0.516105
11 91 0.0022963 -0.736637
11 92 0.00371641 -0.550598
11 93 0.0383756 0.710377
11 94 0.0035745 0.244781
11 95 0.0033566 0.437771
11 96 0.0499309 0.456266
11 97 0.0184618 0.58072
11 98 0.00347826 -0.0338278
11 99 0.00891041 -0.10343
12 13 0.00514071 0.0920511
12 14 0.0117952 -0.278971
12 15 0.00547273 -0.426279
12 16 0.00412522 -0.700314
12 17 0.0255738 0.771152
12 18 0.00407832 0.750881
12 19 0.00447257 0.520972
12 20 0.0225211 -0.232497
12 21 0.00462551 0.0923136
12 22 0.00224226 0.624542
12 23 0.0180736 0.0874702
12 24 0.00483407 -0.378695
12 25 0.0201523 0.442545
12 26 0.00603753 -0.246137
12 27 0.0235547 -0.634648
12 28 0.00716453 -0.0640818
12 29 0.0394494 0.397324
12 30 0.00395464 0.545095
12 31 0.00563312 0.391628
12 32 0.00686911 -0.0933836
12 33 0.00312718 -0.0766144
12 34 0.00723043 -0.164017
12 35 0.00676009 -0.465755
12 36 0.00559769 0.045636
12 37 0.0739795 -0.544851
12 38 0.0248705 0.58575
12 39 0.00377369 0.676419
12 40 0.00305149 -0.619726
12 41 0.0307911 -0.555363
12 42 0.00691769 -0.507791
12 43 0.0143558 -0.268209
12 44 0.00247649 -0.68524
12 45 0.00267936 -0.644857
12 46 0.00918584 -0.14521
12 47 0.00269708 0.603661
12 48 0.00931145 0.276888
12 49 0.00685901 -0.743626
12 50 0.00921825 0.312596
12 51 0.00762089 0.358566
12 52 0.00800319 -0.423441
12 53 0.00478627 0.0862896
12 54 0.0125631 0.270076
12 55 0.00187796 -0.705633
12 56 0.10969 0.167325
12 57 0.00853144 -0.423886
12 58 0.00793598 0.331937
12 59 0.093065 -0.773345
12 60 0.00385121 0.377528
12 61 0.013184 0.537944
12 62 0.00363993 -0.759827
12 63 0.00255392 0.00304693
12 64 0.0230209 -0.497839
12 65 0.0114336 0.327301
12 66 0.0448318 -0.623188
12 67 0.00224819 -0.0195901
12 68 0.00264022 0.579683
12 69 0.00584081 0.190803
12 70 0.00426804 0.178374
12 71 0.00288096 0.262709
12 72 0.033832 -0.352716
12 73 0.046001 0.0256067
12 74 0.0102017 0.320088
12 75 0.00275109 0.413964
12 76 0.0103592 -0.636795
12 77 0.0114797 -0.136662
12 78 0.00249682 -0.177011
12 79 0.0217165 0.15338
12 80 0.652924 -0.638909
12 81 0.0043834 -0.292662
12 82 0.00693979 0.693309
12 83 0.00400087 -0.0609147
12 84 0.002376 -0.540102
12 85 0.0521355 0.332117
12 86 0.00311468 0.140945
12 87 0.00525739 -0.143955
12 88 0.00284625 0.370475
12 89 0.00471719 -0.660784
12 90 0.00313338 0.107913
12 91 0.00273136 -0.666481
12 92 0.00467943 -0.501098
12 93 0.0526499 -0.511788
12 94 0.00580312 0.298261
12 95 0.00339112 0.704185
12 96 0.0329058 0.319897
12 97 0.0101968 0.415075
12 98 0.00421192 -0.53643
12 99 0.0135048 -0.78361
13 14 0.00356178 -0.284653
13 15 0.0105779 0.0616409
13 16 0.0130934 -0.215451
13 17 0.0121742 -0.760331
13 18 0.0828893 0.382466
13 19 0.0629102 -0.0973303
13 20 0.00718175 0.744052
13 21 0.0246751 -0.384151
13 22 0.0137368 0.680952
13 23 0.0168314 -0.327115
13 24 0.00562359 0.135293
13 25 0.00882183 -0.578374
13 26 0.00255997 0.516512
13 27 0.00324374 -0.135827
13 28 0.00232851 0.646153
13 29 0.00813064 -0.657918
13 30 0.05074 0.138868
13 31 0.0562426 -0.510459
13 32 0.00226363 0.636288
13 33 0.0153515 -0.71125
13 34 0.00597968 0.319845
13 35 0.0032127 0.470983
13 36 0.0258341 -0.549955
13 37 0.00371986 0.726068
13 38 0.00972225 -0.528753
13 39 0.133583 -0.136131
13 40 0.00506464 -0.252639
13 41 0.00354103 -0.370765
13 42 0.00356311 0.436891
13 43 0.00728078 0.596938
13 44 0.00431658 -0.34395
13 45 0.00454025 -0.295415
13 46 0.00637147 0.421556
13 47 0.0230218 -0.645419
13 48 0.036585 -0.77269
13 49 0.0488546 0.211469
13 50 0.00724591 -0.612332
13 51 0.00774853 -0.305704
13 52 0.00796173 0.292093
13 53 0.482403 0.0326463
13 54 0.00220807 0.219981
13 55 0.00328067 -0.429964
13 56 0.0063308 0.153543
13 57 0.00760807 0.365424
13 58 0.00745032 -0.373485
13 59 0.00378926 0.0400937
13 60 0.0365976 -0.0818574
13 61 0.0109546 -0.56862
13 62 0.00941605 -0.248531
13 63 0.0206218 0.0295342
13 64 0.00366194 -0.302564
13 65 0.00738146 -0.22726
13 66 0.00980143 0.387581
13 67 0.00424947 -0.383387
13 68 0.0168308 0.613913
13 69 0.0353152 -0.598421
13 70 0.0271528 -0.237473
13 71 0.0197835 -0.342442
13 72 0.0042589 -0.416614
13 73 0.00385296 0.431201
13 74 0.0657896 0.293933
13 75 0.0158093 -0.595855
13 76 0.00903624 0.455101
13 77 0.00312246 0.694972
13 78 0.00652015 -0.546947
13 79 0.00635018 -0.552376
13 80 0.00547372 0.447427
13 81 0.00901275 -0.144619
13 82 0.0160986 -0.189288
13 83 0.00733614 -0.0858354
13 84 0.0037518 -0.28772
13 85 0.00708563 0.782173
13 86 0.0343322 -0.541582
13 87 0.019913 -0.104299
13 88 0.0294377 0.0817776
13 89 0.00719847 0.0249749
13 90 0.049956 0.689304
13 91 0.00657952 -0.481475
13 92 0.0101445 -0.0692667
13 93 0.00289048 0.780912
13 94 0.00156077 0.0310405
13 95 0.0527968 -0.498498
13 96 0.0127389 0.731776
13 97 0.00866775 -0.732282
13 98 0.0125893 -0.179125
13 99 0.00999453 0.580191
14 15 0.00230063 -0.0708083
14 16 0.00203377 -0.342151
14 17 0.0143808 -0.496538
14 18 0.00361815 -0.742436
14 19 0.00424475 -0.650561
14 20 0.00428001 -0.534541
14 21 0.00541442 0.735523
14 22 0.00224688 0.717109
14 23 0.0125254 -0.114474
14 24 0.00190501 -0.683919
14 25 0.0259484 -0.158316
14 26 0.0020617 -0.259604
14 27 0.0643937 0.341287
14 28 0.00226535 -0.157626
14 29 0.0274823 -0.102994
14 30 0.00381093 -0.603077
14 31 0.00542161 -0.687357
14 32 0.00215013 -0.174561
14 33 0.00187814 -0.750152
14 34 0.00243759 -0.607398
14 35 0.00212769 -0.384339
14 36 0.0066098 0.663944
14 37 0.0240028 -0.127296
14 38 0.0190108 -0.54864
14 39 0.00272995 -0.652986
14 40 0.0015491 -0.0286945
14 41 0.055347 0.0993343
14 42 0.0022384 -0.4096
14 43 0.00351301 -0.576193
14 44 0.0013223 -0.0926916
14 45 0.00139393 -0.0556389
14 46 0.00278332 -0.585715
14 47 0.00195881 -0.54905
14 48 0.0082292 -0.523383
14 49 0.00333078 -0.562108
14 50 0.0287732 0.57561
14 51 0.0211005 0.27115
14 52 0.00277095 -0.66589
14 53 0.00351631 -0.767074
14 54 0.00307858 -0.0151185
14 55 0.00105563 -0.1394
14 56 0.0241531 -0.484893
14 57 0.00276271 -0.652605
14 58 0.0236589 0.263515
14 59 0.0215984 -0.0461164
14 60 0.00395036 0.252773
14 61 0.018996 -0.625413
14 62 0.00180607 -0.262593
14 63 0.00239479 -0.346457
14 64 0.110722 0.222491
14 65 0.0311454 -0.598112
14 66 0.00656585 -0.596107
14 67 0.00121481 -0.159509
14 68 0.00267383 0.238351
14 69 0.00620298 -0.106557
14 70 0.0048139 0.308205
14 71 0.00199401 -0.755669
14 72 0.0691433 -0.172437
14 73 0.00532847 -0.17575
14 74 0.00497511 -0.657496
14 75 0.00183487 -0.49893
14 76 0.00313464 -0.675937
14 77 0.0030043 -0.205658
14 78 0.00142491 -0.427179
14 79 0.0572613 -0.603075
14 80 0.00923766 -0.362739
14 81 0.00205901 -0.120507
14 82 0.00920684 -0.708486
14 83 0.00181825 -0.0513668
14 84 0.00124489 -0.00905323
14 85 0.0260593 -0.700884
14 86 0.00229487 -0.740772
14 87 0.0025229 -0.383705
14 88 0.00217131 -0.523448
14 89 0.00200293 -0.759583
14 90 0.00276384 -0.110655
14 91 0.00151904 -0.344947
14 92 0.00211661 -0.134177
14 93 0.013579 0.199141
14 94 0.00203936 0.0537138
14 95 0.0024502 -0.600552
14 96 0.0124348 -0.247887
14 97 0.0226768 0.228034
14 98 0.00203874 -0.305572
14 99 0.00366377 -0.676474
15 16 0.131481 0.736823
15 17 0.00601686 -0.704445
15 18 0.0063234 0.14769
15 19 0.00555365 0.0152143
15 20 0.0184927 -0.573795
15 21 0.00414421 -0.113611
15 22 0.00339675 0.350457
15 23 0.00646966 -0.595344
15 24 0.0853132 0.348358
15 25 0.00431987 -0.689836
15 26 0.00699291 0.161101
15 27 0.00255832 -0.525424
15 28 0.00535701 0.595696
15 29 0.00491915 -0.0572386
15 30 0.00522879 0.0860809
15 31 0.00581539 -0.110993
15 32 0.00532997 0.582465
15 33 0.0227036 0.651988
15 34 0.0520478 0.253736
15 35 0.0113607 0.236393
15 36 0.00455269 -0.178495
15 37 0.00315817 -0.657719
15 38 0.00495058 -0.718637
15 39 0.00991959 0.333799
15 40 0.0277299 -0.733175
15 41 0.00277973 -0.512845
15 42 0.0135277 0.123044
15 43 0.0285414 0.345235
15 44 0.0180085 -0.154919
15 45 0.0216458 -0.0112831
15 46 0.0420563 0.317951
15 47 0.00884797 0.711692
15 48 0.00664029 -0.334674
15 49 0.0377769 -0.0682398
15 50 0.00308789 -0.550288
15 51 0.00304455 -0.478817
15 52 0.105963 0.57911
15 53 0.0105669 0.197671
15 54 0.00389445 0.505661
15 55 0.0104475 -0.302586
15 56 0.00490283 -0.432025
15 57 0.0749501 0.772187
15 58 0.00302374 -0.499478
15 59 0.00340713 -0.781162
15 60 0.00443069 0.0125237
15 61 0.00427723 -0.568082
15 62 0.103802 -0.361521
15 63 0.00429954 0.369729
15 64 0.00273526 -0.399502
15 65 0.0032883 -0.602564
15 66 0.014719 -0.308401
15 67 0.0174371 -0.442086
15 68 0.00388058 0.312838
15 69 0.00511396 -0.170677
15 70 0.00422393 -0.0532915
15 71 0.0113386 0.122012
15 72 0.00314613 -0.380873
15 73 0.00635255 -0.635817
15 74 0.0183719 -0.342543
15 75 0.0125684 0.40376
15 76 0.0631129 -0.126096
15 77 0.00732507 0.338642
15 78 0.0203494 -0.724383
15 79 0.00361093 -0.764794
15 80 0.00625059 -0.503981
15 81 0.174609 -0.598864
15 82 0.00401097 -0.345579
15 83 0.175887 -0.727778
15 84 0.0160265 -0.711055
15 85 0.00471267 -0.185214
15 86 0.0094273 0.604165
15 87 0.131616 0.494009
15 88 0.00786807 0.595362
15 89 0.214341 -0.137039
15 90 0.00537303 0.25284
15 91 0.0243502 -0.67963
15 92 0.592807 -0.132367
15 93 0.00294362 -0.709107
15 94 0.00281736 0.319621
15 95 0.0102481 0.509419
15 96 0.00719925 -0.759644
15 97 0.00346375 -0.543364
15 98 0.170144 0.784268
15 99 0.0403345 -0.747194
16 17 0.00515226 -0.250787
16 18 0.00772445 -0.042752
16 19 0.00637488 -0.177929
16 20 0.010387 0.34809
16 21 0.00446349 -0.286921
16 22 0.00418421 0.23024
16 23 0.00575676 -0.0309358
16 24 0.0289552 0.678659
16 25 0.00380698 -0.151756
16 26 0.00462694 0.256664
16 27 0.00215614 -0.0489109
16 28 0.00365953 0.618854
16 29 0.00415431 -0.445415
16 30 0.006144 -0.0944255
16 31 0.00633747 -0.313203
16 32 0.00360946 0.608367
16 33 0.0610273 0.59508
16 34 0.019748 0.432609
16 35 0.00667519 0.344816
16 36 0.00479381 -0.357346
16 37 0.00255976 -0.409656
16 38 0.00427492 -0.245889
16 39 0.014245 0.106165
16 40 0.0278395 -0.302729
16 41 0.00232586 -0.0549658
16 42 0.00780373 0.255967
16 43 0.0137799 0.0403994
16 44 0.0202434 -0.496648
16 45 0.0230361 -0.396363
16 46 0.0171724 0.162772
16 47 0.0144513 0.591975
16 48 0.0065794 -0.550304
16 49 0.0431446 -0.615123
16 50 0.00288394 -0.696918
16 51 0.00290592 -0.623738
16 52 0.0307476 0.651302
16 53 0.0139738 -0.0453389
16 54 0.00277263 0.691251
16 55 0.0120979 -0.636565
16 56 0.00396346 -0.0557876
16 57 0.0244919 0.400729
16 58 0.00286968 -0.643342
16 59 0.00273547 -0.65439
16 60 0.00503245 -0.166039
16 61 0.00392249 -0.74054
16 62 0.388403 -0.429497
16 63 0.00546371 0.23721
16 64 0.00232633 -0.697618
16 65 0.00301339 -0.754948
16 66 0.00962383 -0.643536
16 67 0.0215398 -0.601265
16 68 0.00474282 0.186803
16 69 0.00541838 -0.362346
16 70 0.00465105 -0.224564
16 71 0.0202092 0.75381
16 72 0.00264693 -0.704152
16 73 0.00438283 0.669367
16 74 0.0174011 -0.699614
16 75 0.0241183 0.272386
16 76 0.0233525 0.688412
16 77 0.00480661 0.254858
16 78 0.0375901 -0.0266823
16 79 0.00315351 -0.281662
16 80 0.00457833 -0.234651
16 81 0.165032 0.0922229
16 82 0.00397316 -0.523778
16 83 0.0964564 0.272333
16 84 0.0162222 -0.366165
16 85 0.0039137 -0.582557
16 86 0.0148333 0.455308
16 87 0.38564 -0.7254
16 88 0.0119144 0.457201
16 89 0.0613062 0.552817
16 90 0.00681505 0.0792037
16 91 0.0419555 -0.357319
16 92 0.26508 0.624476
16 93 0.00233701 -0.124975
16 94 0.00207467 0.26116
16 95 0.0159789 0.323785
16 96 0.00596134 -0.41147
16 97 0.0032265 -0.700875
16 98 8.10186 0.394494
16 99 0.0187183 0.601609
17 18 0.00935126 0.378414
17 19 0.0117155 0.316074
17 20 0.012744 -0.103211
17 21 0.0133984 0.190603
17 22 0.00413685 0.263998
17 23 0.521618 0.730646
17 24 0.00432508 -0.507881
17 25 0.177997 -0.610688
17 26 0.0033744 0.0618953
17 27 0.0140673 -0.362969
17 28 0.0034853 0.213045
17 29 0.184167 -0.0389029
17 30 0.00949969 0.303303
17 31 0.0175873 0.00478825
17 32 0.00336345 0.194559
17 33 0.00430989 -0.20724
17 34 0.00570819 -0.367674
17 35 0.00401056 -0.0696942
17 36 0.0181089 0.11189
17 37 0.0212293 0.0856987
17 38 0.694146 -0.19026
17 39 0.00736679 -0.646905
17 40 0.00306585 -0.713981
17 41 0.0174317 -0.272614
17 42 0.00427279 -0.108921
17 43 0.00984512 -0.232219
17 44 0.0025361 -0.76167
17 45 0.00271372 -0.735011
17 46 0.00683826 -0.309537
17 47 0.00432692 -0.447008
17 48 0.0483212 0.762183
17 49 0.0118723 -0.622105
17 50 0.030607 -0.2008
17 51 0.0235215 -0.0346674
17 52 0.00692751 -0.449716
17 53 0.0103321 0.590097
17 54 0.00429614 0.479362
17 55 0.00193445 -0.0220242
17 56 0.0623459 0.659358
17 57 0.00718104 -0.413379
17 58 0.0241795 -0.0923125
17 59 0.0192136 0.0599817
17 60 0.00988884 0.68156
17 61 0.105786 0.0364467
17 62 0.00424605 -0.141727
17 63 0.0047883 0.0366286
17 64 0.0169143 -0.0850303
17 65 0.0462355 -0.313849
17 66 0.0276115 -0.0534021
17 67 0.00236588 -0.0352153
17 68 0.00499819 0.152128
17 69 0.0196337 0.414187
17 70 0.0114829 0.338895
17 71 0.00436634 -0.772045
17 72 0.024842 -0.666529
17 73 0.00953954 0.44927
17 74 0.0260451 -0.167656
17 75 0.00398423 -0.52574
17 76 0.00908904 -0.422004
17 77 0.00503817 0.207001
17 78 0.00291128 -0.39626
17 79 0.0602836 -0.386838
17 80 0.0256757 0.573112
17 81 0.00476824 -0.757945
17 82 0.0304234 0.603631
17 83 0.00419703 -0.708043
17 84 0.00235079 -0.706972
17 85 0.115717 0.543006
17 86 0.00525511 -0.752423
17 87 0.00705197 -0.307059
17 88 0.00482852 -0.475715
17 89 0.00466807 -0.625178
17 90 0.00654932 0.684959
17 91 0.00310451 -0.278833
17 92 0.0052387 -0.759687
17 93 0.0105853 0.297511
17 94 0.00259786 0.45378
17 95 0.00598546 -0.27891
17 96 0.766584 -0.0999183
17 97 0.0456064 -0.0844632
17 98 0.00518481 -0.193822
17 99 0.011877 -0.385633
18 19 0.324278 -0.538996
18 20 0.00478385 0.661541
18 21 0.0536848 -0.430272
18 22 0.0405077 0.218938
18 23 0.0127833 0.684771
18 24 0.00383239 0.188551
18 25 0.00789952 0.723314
18 26 0.00204558 0.496695
18 27 0.00304781 0.454304
18 28 0.00188827 0.608318
18 29 0.00687744 0.626848
18 30 0.63316 -0.566655
18 31 0.0949784 -0.291362
18 32 0.00182659 0.599372
18 33 0.0106442 -0.401007
18 34 0.00406071 0.333244
18 35 0.00243462 0.455955
18 36 0.0439364 -0.221519
18 37 0.0032401 0.562719
18 38 0.00806616 0.761682
18 39 0.0796986 -0.384177
18 40 0.00385707 -0.134169
18 41 0.00326433 0.566336
18 42 0.00268619 0.427545
18 43 0.00475667 0.547341
18 44 0.00340293 -0.215126
18 45 0.00351769 -0.172221
18 46 0.00427227 0.413003
18 47 0.0230037 -0.109878
18 48 0.0302862 0.744811
18 49 0.0169184 0.28678
18 50 0.00794529 -0.304777
18 51 0.00913342 -0.701362
18 52 0.0051728 0.313005
18 53 0.14896 -0.0346932
18 54 0.00181779 0.0568723
18 55 0.00270726 -0.298052
18 56 0.00525321 0.196183
18 57 0.00488828 0.369433
18 58 0.00864101 -0.0380402
18 59 0.00328737 0.249275
18 60 0.171261 -0.0226946
18 61 0.0104126 -0.493917
18 62 0.00610427 -0.0878814
18 63 0.0688138 0.329543
18 64 0.00347253 0.163242
18 65 0.00755785 -0.530382
18 66 0.00641958 0.056421
18 67 0.00332927 -0.24286
18 68 0.054989 0.00757812
18 69 0.0552248 -0.727343
18 70 0.0769425 -0.0726183
18 71 0.0174881 -0.730185
18 72 0.00391082 0.288928
18 73 0.00301152 0.181425
18 74 0.0216468 0.664575
18 75 0.0131702 -0.653561
18 76 0.00554946 0.436753
