--- asteroids vs asteroids ---
31 32 0.00199172 0.46564
31 33 0.00716996 -0.642904
31 34 0.00412252 0.125313
31 35 0.00256971 0.293805
31 36 0.256535 -0.631305
31 37 0.00467463 0.577727
31 38 0.0150112 0.745148
31 39 0.0278474 -0.248402
31 40 0.00329993 -0.309709
31 41 0.00472181 0.585343
31 42 0.00280968 0.26283
31 43 0.00533736 0.325666
31 44 0.00285113 -0.379582
31 45 0.00298051 -0.342156
31 46 0.0044906 0.201079
31 47 0.0109066 -0.604585
31 48 0.124795 0.0881666
31 49 0.0157734 -0.138115
31 50 0.0152357 -0.531129
31 51 0.0178902 -0.164321
31 52 0.0052027 0.0878231
31 53 0.0508609 -0.081044
31 54 0.00210916 0.690805
31 55 0.00223941 -0.44605
31 56 0.00803299 0.226138
31 57 0.00504602 0.14065
31 58 0.0166176 -0.346134
31 59 0.00464034 0.39727
31 60 0.22085 0.285805
31 61 0.0226952 0.470379
31 62 0.0050327 -0.326002
31 63 0.020799 0.0833028
31 64 0.00505179 0.64515
31 65 0.0145445 -0.617087
31 66 0.00837598 0.588021
31 67 0.00274477 -0.411618
31 68 0.0217945 0.319181
31 69 0.7861 -0.312765
31 70 0.208022 0.297669
31 71 0.00950325 -0.339093
31 72 0.00584178 0.752191
31 73 0.00368831 0.724368
31 74 0.0286113 0.17405
31 75 0.0078044 -0.15409
31 76 0.00592992 0.191145
31 77 0.00274504 0.502608
31 78 0.00386086 -0.537661
31 79 0.0101233 0.047851
31 80 0.00571291 0.181653
31 81 0.0051359 -0.245741
31 82 0.0645766 -0.203042
31 83 0.0042998 -0.19991
31 84 0.0025384 -0.333493
31 85 0.00967632 0.580945
31 86 0.014891 -0.649121
31 87 0.00868247 -0.254929
31 88 0.0143212 -0.207266
31 89 0.00437911 -0.114649
31 90 0.0424783 -0.0416104
31 91 0.00394532 -0.488715
31 92 0.00552422 -0.200204
31 93 0.00338077 0.162405
31 94 0.00148222 0.638936
31 95 0.0182149 -0.4458
31 96 0.0160136 0.442919
31 97 0.0189226 -0.754265
31 98 0.00618912 -0.287625
31 99 0.00676619 0.274836
32 33 0.0025073 0.605694
32 34 0.01212 0.743155
32 35 0.0468302 0.618501
32 36 0.00184584 0.388429
32 37 0.00365472 -0.193355
32 38 0.00307447 0.13593
32 39 0.00199181 0.736372
32 40 0.00434864 0.00851607
32 41 0.0031308 -0.240192
32 42 0.0396163 0.411381
32 43 0.0127539 0.687864
32 44 0.00341359 0.622682
32 45 0.00377158 0.781552
32 46 0.0136422 0.379448
32 47 0.0017652 0.226311
32 48 0.0025353 0.376379
32 49 0.00363235 0.747791
32 50 0.00197741 0.0960095
32 51 0.00185671 0.130352
32 52 0.0104291 0.58351
32 53 0.00229474 0.675753
32 54 0.0358775 -0.760025
32 55 0.00255978 0.772402
32 56 0.0045159 -0.0395233
32 57 0.0101998 0.374158
32 58 0.0018846 0.115079
32 59 0.00429167 -0.232806
32 60 0.00153459 0.502485
32 61 0.00243161 0.170565
32 62 0.0036541 0.140086
32 63 0.00134615 0.677517
32 64 0.00295523 -0.239014
32 65 0.00213442 0.089245
32 66 0.00900628 0.335915
32 67 0.002918 0.173847
32 68 0.00134707 0.630018
32 69 0.00193407 0.415762
32 70 0.00160535 0.450631
32 71 0.00203166 0.379062
32 72 0.00323013 -0.175026
32 73 0.019133 -0.172257
32 74 0.00369612 0.571429
32 75 0.00206493 0.509462
32 76 0.00913879 0.0645372
32 77 0.234296 0.1092
32 78 0.00264438 0.109264
32 79 0.00277578 -0.00337389
32 80 0.00727526 -0.00447707
32 81 0.00492073 0.387927
32 82 0.00186125 0.293605
32 83 0.00475344 0.468428
32 84 0.00354601 0.0594978
32 85 0.00373499 0.0205806
32 86 0.00191978 0.116963
32 87 0.00397426 0.352074
32 88 0.00173674 0.091373
32 89 0.00603731 0.424953
32 90 0.00151947 0.645439
32 91 0.00302832 0.380529
32 92 0.00475711 0.74602
32 93 0.00482675 -0.398328
32 94 0.0373876 0.509371
32 95 0.00198995 0.0445603
32 96 0.00395391 0.215514
32 97 0.00208718 0.135308
32 98 0.0037377 0.612933
32 99 0.00878968 0.688373
33 34 0.00867705 0.491589
33 35 0.00403665 0.407511
33 36 0.00532797 -0.64125
33 37 0.00211481 -0.190174
33 38 0.00366466 -0.102222
33 39 0.0238227 -0.410256
33 40 0.0175377 0.199631
33 41 0.00200408 -0.205599
33 42 0.00463111 0.34192
33 43 0.00703655 0.393172
33 44 0.0159989 0.0135626
33 45 0.0162324 0.110744
33 46 0.00796219 0.771228
33 47 0.0444949 0.231499
33 48 0.00641599 -0.171317
33 49 0.0250991 -0.450347
33 50 0.0028021 -0.266251
33 51 0.00291189 -0.101639
33 52 0.0117558 0.628462
33 53 0.019565 -0.53186
33 54 0.00203101 0.151614
33 55 0.0116946 -0.184616
33 56 0.00321936 -0.548694
33 57 0.00995225 0.0783588
33 58 0.00285581 -0.139373
33 59 0.00224125 -0.769955
33 60 0.00627845 -0.475244
33 61 0.00363756 -0.451345
33 62 0.0498241 0.684591
33 63 0.00889825 -0.0311819
33 64 0.00204694 -0.65123
33 65 0.00284201 -0.421476
33 66 0.00610034 -0.00191502
33 67 0.0178665 -0.0255256
33 68 0.00722216 -0.0559828
33 69 0.00597552 -0.666822
33 70 0.00558337 -0.511513
33 71 0.0913723 0.436135
33 72 0.00228577 -0.721488
33 73 0.00308303 0.140323
33 74 0.0129937 -0.234815
33 75 0.167715 0.710352
33 76 0.00986645 0.102669
33 77 0.00324238 0.110927
33 78 0.0532312 -0.246507
33 79 0.00281088 -0.781551
33 80 0.00335005 -0.320801
33 81 0.03292 0.679653
33 82 0.00405436 -0.00651013
33 83 0.022731 0.706307
33 84 0.0121328 0.076517
33 85 0.00325704 -0.670628
33 86 0.0379391 0.040074
33 87 0.0501176 0.165596
33 88 0.0284304 0.0944432
33 89 0.017287 0.0205425
33 90 0.0103396 -0.266767
33 91 0.0445321 -0.106867
33 92 0.0307052 0.261849
33 93 0.00190678 -0.638929
33 94 0.00157669 0.147932
33 95 0.0357338 -0.172542
33 96 0.00476201 -0.589957
33 97 0.00309513 -0.310165
33 98 0.0516918 0.579585
33 99 0.00888841 0.0813139
34 35 0.0435607 0.220596
34 36 0.00346933 0.0455265
34 37 0.00377435 -0.0109749
34 38 0.00481184 -0.407263
34 39 0.00528842 0.505798
34 40 0.018354 -0.74567
34 41 0.00320538 -0.763686
34 42 0.0566232 0.00310318
34 43 0.0805908 -0.756807
34 44 0.0120713 -0.129579
34 45 0.0144959 -0.738745
34 46 0.594159 -0.324582
34 47 0.00464907 0.766486
34 48 0.00509253 -0.0451018
34 49 0.0144491 0.376776
34 50 0.00286994 -0.31771
34 51 0.00275708 -0.257557
34 52 0.6996 0.574171
34 53 0.00592077 0.406012
34 54 0.00715103 0.73056
34 55 0.0075285 -0.57758
34 56 0.00558793 -0.665981
34 57 0.424386 -0.0155689
34 58 0.00276372 -0.277293
34 59 0.00418236 -0.1215
34 60 0.00311028 0.209367
34 61 0.00388706 -0.293596
34 62 0.0203183 0.465603
34 63 0.00282837 0.486069
34 64 0.00308302 -0.730348
34 65 0.00310349 -0.353988
34 66 0.0196872 -0.626875
34 67 0.0105216 -0.771792
34 68 0.0026774 0.431903
34 69 0.00379562 0.0651336
34 70 0.00309639 0.146205
34 71 0.00563997 0.161486
34 72 0.00354006 -0.702513
34 73 0.01123 -0.0826748
34 74 0.0110801 0.0950401
34 75 0.00598957 0.354309
34 76 0.119094 -0.173446
34 77 0.0174688 0.679371
34 78 0.00938685 0.00148147
34 79 0.00368339 -0.502181
34 80 0.00845128 -0.115728
34 81 0.0337481 0.682416
34 82 0.00328266 -0.0981227
34 83 0.0379594 0.763045
34 84 0.0122846 -0.584136
34 85 0.00504904 -0.566462
34 86 0.00500881 0.690044
34 87 0.0212465 0.743613
34 88 0.00435613 0.679334
34 89 0.0715348 0.12109
34 90 0.00339258 0.410999
34 91 0.0112883 0.258343
34 92 0.0367784 0.750932
34 93 0.00383768 -0.507583
34 94 0.00501526 0.0143857
34 95 0.00532434 0.62752
34 96 0.00697904 -0.392466
34 97 0.00317008 -0.29527
34 98 0.0216187 0.434564
34 99 0.0587754 -0.328442
35 36 0.0022896 0.216478
35 37 0.00348461 -0.483437
35 38 0.00353618 -0.121437
35 39 0.00284919 0.602876
35 40 0.00837725 0.552658
35 41 0.00295725 -0.494352
35 42 2.67485 -0.629798
35 43 0.0296328 0.216881
35 44 0.00614379 0.0167047
35 45 0.00702378 0.59139
35 46 0.0464929 0.603764
35 47 0.00254926 0.0200206
35 48 0.00322656 0.171979
35 49 0.00593484 0.559817
35 50 0.00219219 -0.104929
35 51 0.00207989 -0.0592063
35 52 0.0300045 0.0730948
35 53 0.00323747 0.528239
35 54 0.0134577 -0.158189
35 55 0.00430302 0.0508119
35 56 0.00470511 -0.339071
35 57 0.0286724 0.675297
35 58 0.00209934 -0.0764055
35 59 0.00398169 -0.530374
35 60 0.00196794 0.349908
35 61 0.0028136 -0.0522958
35 62 0.00693626 0.682329
35 63 0.00176685 0.564922
35 64 0.00281319 -0.477318
35 65 0.0023684 -0.124811
35 66 0.0127247 -0.0808286
35 67 0.00519573 0.7377
35 68 0.00172779 0.516268
35 69 0.00244125 0.24025
35 70 0.00201627 0.294194
35 71 0.00300563 0.176139
35 72 0.00315387 -0.430235
35 73 0.0150507 -0.747764
35 74 0.00548321 0.347375
35 75 0.00311829 0.318739
35 76 0.0215849 0.495337
35 77 0.0607161 -0.23172
35 78 0.0044721 0.765652
35 79 0.00295993 -0.242997
35 80 0.00760294 -0.404354
35 81 0.0100477 0.0683014
35 82 0.0022454 0.101726
35 83 0.0101757 0.154152
35 84 0.00650104 -0.210204
35 85 0.00403787 -0.258856
35 86 0.0027521 0.737428
35 87 0.00718856 0.0321151
35 88 0.00245357 0.727389
35 89 0.0142228 0.0465354
35 90 0.00203399 0.514349
35 91 0.00524796 0.301166
35 92 0.00975496 0.495272
35 93 0.0040359 -0.696151
35 94 0.0102086 0.292997
35 95 0.00286943 0.692338
35 96 0.00481108 -0.0672825
35 97 0.00236081 -0.0730769
35 98 0.00702119 0.343404
35 99 0.0179819 0.325466
36 37 0.00500987 0.678218
36 38 0.0166035 0.479522
36 39 0.0159402 -0.0943612
36 40 0.00273874 -0.340846
36 41 0.00527055 0.661231
36 42 0.00249035 0.187088
36 43 0.00453853 0.216325
36 44 0.00237578 -0.403201
36 45 0.00247935 -0.369678
36 46 0.00379662 0.111439
36 47 0.0077463 -0.425898
36 48 0.103128 0.463297
36 49 0.0105805 -0.235393
36 50 0.0228738 -0.670808
36 51 0.0296629 -0.565433
36 52 0.00429338 0.00615611
36 53 0.0252366 -0.766157
36 54 0.00201887 0.600597
36 55 0.00188574 -0.462392
36 56 0.00847823 0.443144
36 57 0.00417463 0.0515591
36 58 0.0266757 -0.149787
36 59 0.00492034 0.613464
36 60 0.116955 -0.549682
36 61 0.0302155 0.653081
36 62 0.00391929 -0.364325
36 63 0.01567 -0.540352
36 64 0.00576824 0.668482
36 65 0.020238 0.0127943
36 66 0.00735867 0.434622
36 67 0.00226886 -0.432948
36 68 0.0182664 0.481238
36 69 1.07515 -0.289416
36 70 0.28254 0.73516
36 71 0.00692497 -0.224096
36 72 0.00658892 0.660245
36 73 0.00350166 0.611683
36 74 0.0184238 -0.0180942
36 75 0.00579628 -0.0814643
36 76 0.00485972 0.0892536
36 77 0.00253646 0.416342
36 78 0.00309367 -0.54796
36 79 0.0122204 0.358635
36 80 0.00552677 0.719205
36 81 0.00407887 -0.291464
36 82 0.151998 0.772799
36 83 0.00344454 -0.249904
36 84 0.00213388 -0.360428
36 85 0.0104791 0.547291
36 86 0.0101569 -0.443005
36 87 0.00637268 -0.312762
36 88 0.00990043 -0.640508
36 89 0.00354711 -0.173288
36 90 0.0247284 -0.769098
36 91 0.00317788 -0.504114
36 92 0.00432235 -0.25485
36 93 0.00353343 0.558229
36 94 0.00142098 0.563552
36 95 0.0117497 -0.265589
36 96 0.0154823 0.726165
36 97 0.0282017 0.720791
36 98 0.00470164 -0.334891
36 99 0.00555973 0.157688
37 38 0.0254494 0.327794
37 39 0.00276105 0.199169
37 40 0.00193225 -0.426301
37 41 0.176718 -0.572085
37 42 0.00360571 -0.515906
37 43 0.00632349 -0.0319287
37 44 0.00160413 -0.494729
37 45 0.00171559 -0.45367
37 46 0.0045402 -0.777957
37 47 0.00197179 -0.0439909
37 48 0.00772333 0.703479
37 49 0.00424314 -0.543168
37 50 0.0116429 0.621741
37 51 0.00902435 0.635435
37 52 0.0042191 -0.189626
37 53 0.00353254 0.482066
37 54 0.00626587 0.0447017
37 55 0.00124541 -0.527287
37 56 0.170738 0.400274
37 57 0.00434756 -0.176634
37 58 0.00961339 0.611426
37 59 1.2993 0.612387
37 60 0.00323945 0.357572
37 61 0.0143481 0.371789
37 62 0.00226768 -0.10132
37 63 0.00206139 0.292551
37 64 0.081954 -0.448777
37 65 0.0148571 0.690711
37 66 0.0148826 -0.364268
37 67 0.00146219 -0.592009
37 68 0.00219179 0.490699
37 69 0.0050451 0.159491
37 70 0.00372052 0.758165
37 71 0.0020659 -0.51279
37 72 0.179201 -0.0493631
37 73 0.0143411 -0.212555
37 74 0.00642259 -0.648868
37 75 0.00194357 -0.57003
37 76 0.00509049 -0.303559
37 77 0.0055512 -0.241583
37 78 0.00165738 -0.322489
37 79 0.038479 0.6383
37 80 0.0400632 -0.674878
37 81 0.00266689 -0.650073
37 82 0.00663095 0.499978
37 83 0.00239899 -0.553705
37 84 0.00152856 -0.369955
37 85 0.0728769 0.568219
37 86 0.00229055 0.605381
37 87 0.00322192 -0.648146
37 88 0.00212216 0.569973
37 89 0.00274259 -0.409981
37 90 0.00247742 0.736819
37 91 0.00179383 -0.118734
37 92 0.00279488 -0.708688
37 93 0.076964 0.0951304
37 94 0.00343397 0.125746
37 95 0.0024756 0.753607
37 96 0.022245 0.391102
37 97 0.0121059 0.763028
37 98 0.0025922 -0.318167
37 99 0.00627014 -0.374715
38 39 0.00616085 -0.0906114
38 40 0.00266803 -0.723186
38 41 0.0220531 0.491674
38 42 0.00375601 -0.158248
38 43 0.00803583 -0.295754
38 44 0.00222082 -0.767762
38 45 0.00236926 -0.742771
38 46 0.00571626 -0.35699
38 47 0.00374012 -0.692676
38 48 0.0375338 0.611171
38 49 0.00915689 -0.571529
38 50 0.0416228 -0.049198
38 51 0.0290039 0.113766
38 52 0.00575834 -0.484946
38 53 0.00853136 -0.119128
38 54 0.0040416 0.402527
38 55 0.00170882 -0.0299643
38 56 0.0768496 0.367269
38 57 0.00592463 -0.453693
38 58 0.0304786 0.0515419
38 59 0.0220983 0.770538
38 60 0.00878269 0.374717
38 61 0.153534 0.4162
38 62 0.00357573 -0.145208
38 63 0.00429493 0.72284
38 64 0.0217902 -0.759205
38 65 0.0720353 -0.140111
38 66 0.020975 -0.173763
38 67 0.0020664 -0.0433624
38 68 0.00455904 0.551664
38 69 0.0172724 0.0377262
38 70 0.0104566 0.648433
38 71 0.0037682 -0.236059
38 72 0.0334598 0.548651
38 73 0.00874972 0.343632
38 74 0.0182973 -0.760845
38 75 0.00343642 -0.227307
38 76 0.00732866 -0.466439
38 77 0.00456502 0.139681
38 78 0.0025236 -0.383544
38 79 0.115527 -0.469511
38 80 0.0231985 0.389873
38 81 0.00402452 -0.766233
38 82 0.0296383 0.0659745
38 83 0.00354371 -0.719945
38 84 0.00206387 -0.715892
38 85 0.18905 0.774726
38 86 0.00452109 -0.202065
38 87 0.00573176 -0.296365
38 88 0.00418436 -0.466956
38 89 0.00393282 -0.643501
38 90 0.00570879 0.452186
38 91 0.00268946 -0.273436
38 92 0.00436174 -0.768563
38 93 0.0114637 0.626005
38 94 0.00245988 0.393555
38 95 0.00508832 -0.368292
38 96 0.213375 -0.491548
38 97 0.0633103 0.132486
38 98 0.00429711 -0.193518
38 99 0.00935608 -0.439594
39 40 0.00558493 -0.070727
39 41 0.00267995 -0.202114
39 42 0.00318048 0.573024
39 43 0.005752 0.768877
39 44 0.00490859 -0.173338
39 45 0.00508034 -0.119248
39 46 0.00541617 0.602574
39 47 0.064797 -0.00716192
39 48 0.0172351 -0.768088
39 49 0.0319654 0.702561
39 50 0.00508958 -0.118721
39 51 0.00552193 -0.594857
39 52 0.00698349 0.498825
39 53 0.567685 -0.223896
39 54 0.00186054 0.41758
39 55 0.00381032 -0.278289
39 56 0.0044515 0.677583
39 57 0.00646544 0.56864
39 58 0.00532056 -0.648306
39 59 0.00284529 0.752906
39 60 0.0263925 -0.547883
39 61 0.00691717 -0.32809
39 62 0.0104796 0.0232213
39 63 0.0342907 0.435569
39 64 0.00278951 -0.219385
39 65 0.00505346 -0.643206
39 66 0.00683 0.721869
39 67 0.0049222 -0.20586
39 68 0.023062 0.282604
39 69 0.019463 -0.258595
39 70 0.0192353 -0.604802
39 71 0.0444529 -0.452692
39 72 0.00316101 -0.418519
39 73 0.00305811 0.656065
39 74 0.0268575 0.484571
39 75 0.0304388 -0.0642727
39 76 0.00726178 0.664935
39 77 0.00267468 0.0275559
39 78 0.00827244 -0.343991
39 79 0.00443676 -0.393376
39 80 0.00397286 0.0852514
39 81 0.00950615 0.102858
39 82 0.00974914 -0.617399
39 83 0.00753197 0.151854
39 84 0.00416993 -0.123791
39 85 0.00483066 -0.725246
39 86 0.128958 -0.276182
39 87 0.0196972 0.271956
39 88 0.100574 0.551839
39 89 0.00704363 0.251352
39 90 0.0808145 0.0143054
39 91 0.0080751 -0.278794
39 92 0.0102293 0.20248
39 93 0.00225761 0.742987
39 94 0.00136887 0.19701
39 95 0.334704 -0.775973
39 96 0.00770497 0.5403
39 97 0.00581935 -0.377177
39 98 0.0133918 0.136349
39 99 0.00756944 0.780825
40 41 0.00179215 -0.338266
40 42 0.0100956 0.519392
40 43 0.00921335 -0.217165
40 44 0.503769 -0.571863
40 45 2.21342 -0.661131
40 46 0.0137953 -0.171612
40 47 0.00673832 0.211572
40 48 0.00346478 -0.467715
40 49 0.00963262 -0.437253
40 50 0.00193927 -0.59786
40 51 0.00194808 -0.543647
40 52 0.0216276 -0.295979
40 53 0.00563545 -0.152868
40 54 0.00281914 -0.595183
40 55 0.0886926 -0.145662
40 56 0.00276797 -0.252947
40 57 0.0160065 -0.181456
40 58 0.00193527 -0.558893
40 59 0.00210542 -0.51926
40 60 0.00274606 -0.209629
40 61 0.00244055 -0.616718
40 62 0.0489021 -0.26128
40 63 0.00317541 0.0676398
40 64 0.00179679 -0.262026
40 65 0.00200204 -0.637913
40 66 0.0058454 -0.461192
40 67 0.291841 0.0372232
40 68 0.00291087 0.0444259
40 69 0.00296297 -0.343433
40 70 0.00265035 -0.248263
40 71 0.00921778 0.27136
40 72 0.00198076 -0.240371
40 73 0.00377068 -0.391783
40 74 0.00640808 -0.521104
40 75 0.0110028 0.320495
40 76 0.0124722 -0.60172
40 77 0.00522194 0.658346
40 78 0.0545285 0.633697
40 79 0.00217138 -0.756124
40 80 0.00329008 -0.618422
40 81 0.0769012 -0.547744
40 82 0.00234856 -0.45905
40 83 0.0674729 -0.736311
40 84 0.464679 -0.62145
40 85 0.00263222 -0.0916935
40 86 0.00662855 0.135632
40 87 0.0194192 -0.387845
40 88 0.00573003 0.154222
40 89 0.0510865 -0.489288
40 90 0.00347834 -0.054258
40 91 0.0880327 0.62048
40 92 0.0402926 -0.594909
40 93 0.00192857 -0.781614
40 94 0.00237566 0.688483
40 95 0.00649508 0.0497694
40 96 0.00348468 -0.750412
40 97 0.00209473 -0.595409
40 98 0.0285071 -0.3549
40 99 0.00968888 -0.483878
41 42 0.00307455 -0.522698
41 43 0.00499658 -0.76544
41 44 0.00150486 -0.404706
41 45 0.00160015 -0.365193
41 46 0.00376665 -0.750309
41 47 0.00193689 -0.598897
41 48 0.0075123 0.461099
41 49 0.00377464 -0.108831
41 50 0.0146306 0.195476
41 51 0.0111543 0.145239
41 52 0.00358777 -0.104371
41 53 0.003423 -0.61466
41 54 0.00511254 -0.0514048
41 55 0.00118302 -0.440706
41 56 0.0670817 -0.0514819
41 57 0.00364152 -0.0894315
41 58 0.0120428 0.105694
41 59 0.136729 -0.281926
41 60 0.00334787 0.593607
41 61 0.0150608 0.667126
41 62 0.002072 -0.695937
41 63 0.00212637 0.0507948
41 64 0.702874 -0.222018
41 65 0.0180443 0.473465
41 66 0.0103749 -0.172322
41 67 0.00137333 -0.492837
41 68 0.00229841 0.494625
41 69 0.00518464 0.507155
41 70 0.00391301 0.722338
41 71 0.00201343 -0.567744
41 72 0.752381 0.672034
41 73 0.00995544 -0.289218
41 74 0.00561739 -0.403884
41 75 0.00188287 -0.730671
41 76 0.00418217 -0.184952
41 77 0.00456642 -0.28804
41 78 0.00156738 -0.049194
41 79 0.0478959 0.00479545
41 80 0.0203462 -0.641767
41 81 0.00241415 -0.522991
41 82 0.00704231 0.478263
41 83 0.00215864 -0.434509
41 84 0.00143046 -0.292643
41 85 0.0485541 -0.337843
41 86 0.00225083 -0.579458
41 87 0.00289662 -0.234706
41 88 0.00210153 -0.262795
41 89 0.00243494 -0.303888
41 90 0.00250519 0.0600423
41 91 0.00168843 -0.724363
41 92 0.00250225 -0.568454
41 93 0.0509995 0.297679
41 94 0.00304954 0.0424012
41 95 0.00241547 -0.39216
41 96 0.0167937 -0.123595
41 97 0.0141122 0.580317
41 98 0.00234675 -0.775334
41 99 0.00501169 -0.230789
42 43 0.0325529 0.109468
42 44 0.00731332 0.304876
42 45 0.00841387 0.240983
42 46 0.0567038 0.480559
42 47 0.00286797 0.771091
42 48 0.00350225 0.137293
42 49 0.00669073 0.515914
42 50 0.00234015 -0.133502
42 51 0.00222704 -0.0868032
42 52 0.0371492 0.738917
42 53 0.00359836 0.496932
42 54 0.0126093 -0.325717
42 55 0.00506432 0.0624576
42 56 0.00490628 -0.376279
42 57 0.0346421 0.582825
42 58 0.00224565 -0.10402
42 59 0.00410361 -0.562494
42 60 0.00215665 0.321772
42 61 0.00300837 -0.0852539
42 62 0.00819581 0.601776
42 63 0.00195446 0.541424
42 64 0.00293432 -0.504266
42 65 0.00252327 -0.154994
42 66 0.0133872 -0.146364
42 67 0.00616006 0.299307
42 68 0.00190477 0.493457
42 69 0.00265986 0.209685
42 70 0.0022021 0.26636
42 71 0.00339891 0.122493
42 72 0.00329005 -0.459988
42 73 0.0145597 -0.0205036
42 74 0.00605312 0.303013
42 75 0.00354222 0.261953
42 76 0.0249346 0.408015
42 77 0.0500361 -0.555273
42 78 0.00522024 0.675146
42 79 0.00312588 -0.274557
42 80 0.00778438 -0.451873
42 81 0.0120537 0.737648
42 82 0.00242568 0.0708892
42 83 0.012322 0.773625
42 84 0.00778506 -0.487216
42 85 0.00424231 -0.295481
42 86 0.00308781 0.711927
42 87 0.00831551 0.760205
42 88 0.00274758 0.702687
42 89 0.0175099 0.704676
42 90 0.00224988 0.487493
42 91 0.00615813 0.11907
42 92 0.0116263 0.392186
42 93 0.00411711 -0.724205
42 94 0.00972378 0.126985
42 95 0.00321649 0.664904
42 96 0.00512036 -0.109635
42 97 0.00252328 -0.103349
42 98 0.00822691 0.251897
42 99 0.0200856 0.242453
43 44 0.00670555 -0.389032
43 45 0.00765702 -0.27498
43 46 0.199862 -0.657074
43 47 0.00444762 0.517418
43 48 0.00733295 0.150496
43 49 0.017422 0.065277
43 50 0.00409769 -0.220872
43 51 0.00382609 -0.154001
43 52 0.0915483 -0.0545319
43 53 0.00680537 0.667381
43 54 0.0102296 0.714527
43 55 0.00454923 -0.375468
43 56 0.00995163 -0.634829
43 57 0.147148 -0.33371
43 58 0.00385406 -0.17724
43 59 0.00702117 -0.180926
43 60 0.00380723 0.398732
43 61 0.00590175 -0.170293
43 62 0.0122178 -0.724219
43 63 0.00306081 0.672541
43 64 0.00467066 -0.724067
43 65 0.00458095 -0.257556
43 66 0.0682452 -0.511867
43 67 0.00602907 -0.00983643
43 68 0.00294344 0.603836
43 69 0.00499832 0.249664
43 70 0.00386032 0.321839
43 71 0.00513486 0.778459
43 72 0.00558521 -0.688231
43 73 0.0226225 -0.541185
43 74 0.016807 0.442109
43 75 0.00521706 0.452821
43 76 0.260117 0.716769
43 77 0.0224085 0.148187
43 78 0.00620624 -0.542345
43 79 0.00575248 -0.434845
43 80 0.0185116 -0.209413
43 81 0.0168464 -0.035959
43 82 0.00456882 0.0555106
43 83 0.0167401 -0.575936
43 84 0.00654738 -0.729107
43 85 0.00872818 -0.504065
43 86 0.00496513 0.330786
43 87 0.0176866 0.684151
43 88 0.00435076 0.275423
43 89 0.0239265 -0.104052
43 90 0.00382264 0.62175
43 91 0.00711143 -0.753884
43 92 0.0198524 -0.530397
43 93 0.00617418 -0.686935
43 94 0.00586172 0.477543
43 95 0.00543109 0.211986
43 96 0.0128573 -0.249084
43 97 0.00461867 -0.185959
43 98 0.0147189 0.675317
43 99 0.332016 0.690938
44 45 1.72741 -0.0432907
44 46 0.00949908 -0.373392
44 47 0.00627418 0.0944688
44 48 0.00293147 -0.53083
44 49 0.00762064 -0.544089
44 50 0.00166134 -0.641289
44 51 0.0016788 -0.588743
44 52 0.014135 -0.522337
44 53 0.00489446 -0.24768
44 54 0.00226582 -0.374076
44 55 0.258965 -0.288911
44 56 0.00228371 -0.33394
44 57 0.010834 -0.403785
44 58 0.00166616 -0.603175
44 59 0.00174513 -0.582629
44 60 0.00241267 -0.280402
44 61 0.00206307 -0.66462
44 62 0.033117 -0.515357
44 63 0.00290279 -0.0118702
44 64 0.00151688 -0.328231
44 65 0.00170365 -0.68104
44 66 0.00454648 -0.56175
44 67 1.1864 0.336104
44 68 0.00265834 -0.0284147
44 69 0.00255935 -0.408689
44 70 0.00232494 -0.314261
44 71 0.00869696 0.13984
44 72 0.00166216 -0.311149
44 73 0.0029924 -0.484835
44 74 0.00517996 -0.601833
44 75 0.0105187 0.174233
44 76 0.00879472 -0.729097
44 77 0.00405916 -0.378947
44 78 0.0625627 0.294748
44 79 0.00182908 -0.0169055
44 80 0.00264519 -0.68816
44 81 0.0435743 -0.772589
44 82 0.00201419 -0.515089
44 83 0.0360381 -0.289924
44 84 0.777753 0.538767
44 85 0.00218188 -0.174801
44 86 0.00607314 0.0241198
44 87 0.01452 -0.538669
44 88 0.0052795 0.0482251
44 89 0.0280236 -0.743826
44 90 0.00310739 -0.137993
44 91 0.101113 0.19475
44 92 0.0253787 -0.765909
44 93 0.00159995 -0.0819545
44 94 0.0019386 0.604896
44 95 0.00583784 -0.0609504
44 96 0.00285518 -0.0255667
44 97 0.00178629 -0.641208
44 98 0.0202837 -0.544115
44 99 0.00707877 -0.61312
45 46 0.0111526 -0.20879
45 47 0.00630001 0.155715
45 48 0.00309849 -0.496616
45 49 0.0083196 -0.487131
45 50 0.00174668 -0.617299
45 51 0.00175953 -0.563984
45 52 0.0169946 -0.372627
45 53 0.00509798 -0.197509
45 54 0.00246955 -0.471621
45 55 0.134218 -0.00977203
45 56 0.00244906 -0.286297
45 57 0.012809 -0.25816
45 58 0.00174722 -0.57882
45 59 0.00186815 -0.54411
45 60 0.00250043 -0.242701
45 61 0.00218333 -0.638155
45 62 0.0390886 -0.386366
45 63 0.00294619 0.0299331
45 64 0.00160845 -0.289145
45 65 0.00179735 -0.657107
45 66 0.0050208 -0.50176
45 67 0.547169 0.384723
45 68 0.00270022 0.00993258
45 69 0.0026764 -0.373627
45 70 0.00241198 -0.278999
45 71 0.00867047 0.208567
45 72 0.00176767 -0.26948
45 73 0.0032781 -0.403048
45 74 0.00559894 -0.558185
45 75 0.0104129 0.250658
45 76 0.0101874 -0.652755
45 77 0.00450227 -0.710456
45 78 0.0566045 0.476492
45 79 0.00194033 -0.772487
45 80 0.00287513 -0.645249
45 81 0.0558728 -0.659146
45 82 0.00211499 -0.484661
